open,high,low,close,volume
179.1,179.16,179.02,179.1,378
179.1,179.14,179.08,179.08,218
179.08,179.14,179.05,179.14,292
179.14,179.14,178.97,178.97,2800
178.97,179.01,178.97,179.01,88
179.01,179.06,179.01,179.01,302
179.01,179.1,178.98,178.98,994
178.98,178.98,178.98,178.98,128
178.98,179.02,178.87,178.93,9898
178.93,178.93,178.87,178.89,2106
178.89,178.89,178.67,178.71,4044
178.71,178.74,178.67,178.68,2944
178.68,178.74,178.68,178.74,552
178.8,178.87,178.8,178.87,186
178.87,178.89,178.82,178.83,336
178.83,178.83,178.8,178.82,452
178.82,178.86,178.76,178.78,68
178.82,178.82,178.78,178.82,68
178.82,178.86,178.78,178.86,348
178.83,178.89,178.83,178.89,498
178.89,178.89,178.83,178.86,208
178.86,178.93,178.86,178.93,318
178.93,178.93,178.86,178.93,86
178.89,179.02,178.87,179.02,1112
179.02,179.02,178.86,178.91,352
178.91,178.95,178.91,178.93,386
178.93,178.95,178.91,178.91,408
178.91,178.95,178.91,178.93,284
178.93,178.95,178.93,178.95,724
178.95,179.02,178.95,178.95,1438
178.93,179.02,178.89,179.02,1336
179.02,179.14,178.98,179.05,838
179.05,179.12,179.05,179.08,190
179.08,179.12,179.08,179.12,766
178.98,178.98,178.89,178.95,2762
178.95,179.01,178.89,179.01,3014
179.01,179.01,178.93,178.93,574
178.93,178.95,178.93,178.93,634
178.95,179.01,178.93,178.93,1880
178.93,178.95,178.93,178.95,472
178.95,178.95,178.86,178.86,1628
178.86,178.95,178.86,178.91,530
178.91,178.97,178.82,178.82,1996
178.8,178.91,178.78,178.91,1670
178.89,178.91,178.87,178.87,146
178.87,179.01,178.87,178.91,260
178.95,178.95,178.93,178.93,642
178.93,178.95,178.87,178.95,446
178.95,178.95,178.87,178.93,432
178.93,178.93,178.87,178.87,152
178.87,178.93,178.87,178.93,382
178.91,178.98,178.89,178.97,1196
178.97,178.97,178.87,178.95,152
178.8,178.95,178.8,178.93,4040
178.89,178.95,178.86,178.95,166
178.95,178.95,178.93,178.95,2752
178.95,178.95,178.93,178.95,1288
178.95,178.95,178.93,178.95,520
178.95,178.95,178.93,178.95,860
178.95,178.95,178.91,178.93,64
178.93,178.95,178.91,178.95,890
178.95,178.98,178.91,178.98,1230
178.98,179.02,178.91,178.93,1298
178.93,179.14,178.91,178.93,3036
178.93,179.08,178.91,179.05,2766
178.93,179.1,178.91,179.08,3988
179.08,179.12,178.91,179.02,2906
179.02,179.21,178.93,179.05,7036
179.05,179.14,178.89,178.95,3286
178.95,179.05,178.89,179.02,3230
178.91,179.05,178.87,178.89,2422
178.89,179.06,178.89,178.93,2528
178.93,179.14,178.93,179.12,3646
179.02,179.12,179.01,179.01,2474
179.01,179.12,178.97,179.12,4066
179.12,179.21,178.97,178.98,6752
178.98,179.17,178.98,179.06,2470
179.06,179.17,179.02,179.17,2824
179.17,179.21,179.1,179.21,2464
179.16,179.55,179.16,179.55,12150
179.55,179.62,179.06,179.06,8340
179.16,179.16,178.98,178.98,6604
179.02,179.55,178.98,179.53,9306
179.5,179.62,179.46,179.59,12660
179.59,179.59,178.98,179.14,13112
179.14,179.25,179.01,179.2,8086
179.17,179.59,179.02,179.59,8456
179.59,179.59,179.4,179.4,14218
179.4,179.53,179.35,179.53,2614
179.53,179.53,179.32,179.32,2982
179.46,179.51,179.35,179.5,3966
179.5,179.59,179.46,179.51,6016
179.51,179.57,179.51,179.57,3492
179.57,179.57,179.42,179.53,3896
179.53,179.89,179.44,179.7,10602
179.7,179.8,179.61,179.61,2618
179.61,179.74,179.59,179.74,3002
179.74,179.76,179.61,179.61,3432
179.61,179.68,179.4,179.4,2784
179.4,179.65,179.4,179.62,5938
179.62,179.62,179.53,179.62,2524
179.55,179.7,179.53,179.55,3590
179.55,179.7,179.51,179.59,7670
179.59,179.85,179.55,179.85,6562
179.87,180.17,179.8,180.02,12794
180.15,180.15,179.95,179.96,2618
179.96,180.23,179.92,180.23,5660
180.23,180.38,180.11,180.23,7748
180.23,180.36,180.23,180.25,2722
180.25,180.41,180.23,180.36,5604
180.41,180.49,180.41,180.45,7170
180.56,180.64,180.45,180.64,2936
180.64,180.64,180.47,180.6,3934
180.6,181.08,180.6,180.86,9174
180.86,180.86,180.32,180.62,12586
180.62,180.96,180.6,180.9,5612
180.9,180.98,180.77,180.9,4904
180.9,180.98,180.79,180.9,4042
180.89,181.09,180.83,181.04,6000
181.04,181.17,180.94,181.15,4046
181.15,181.17,181.05,181.17,1362
181.17,181.35,181.17,181.28,6944
181.28,181.35,181.28,181.32,1494
181.32,181.39,181.32,181.35,1792
181.35,181.39,181.32,181.39,4048
181.39,181.45,181.3,181.43,2934
181.43,181.43,181.34,181.34,1766
181.34,181.39,181.15,181.15,5386
181.15,181.2,181.02,181.05,4278
181.05,181.05,180.94,181.02,3266
181.02,181.05,180.9,180.9,3314
180.9,181,180.86,181,4768
180.92,180.98,180.7,180.7,4364
180.77,180.77,180.7,180.75,1004
180.7,180.77,180.7,180.75,1800
180.77,180.89,180.75,180.89,3646
180.89,181,180.85,181,2268
181,181.02,180.9,180.94,1960
180.98,180.98,180.92,180.98,10976
180.98,181.19,180.96,181.19,11500
181.19,181.19,181.05,181.19,12272
181.19,181.19,181.15,181.15,11314
181.15,181.17,181.09,181.11,11974
181.11,181.11,181,181.05,12062
181.05,181.05,180.98,181.02,10860
181.02,181.32,181,181.3,21098
181.32,181.32,181.17,181.19,9582
181.19,181.19,181.11,181.15,11856
181.13,181.15,180.98,181,11412
181,181,180.62,180.7,13410
180.68,180.71,180.49,180.55,11462
180.55,180.55,180.4,180.4,11848
180.38,180.38,180.08,180.14,18820
180.14,180.14,179.76,179.81,23778
179.83,179.83,179.53,179.55,32932
179.57,179.62,179.55,179.62,22206
179.61,179.61,179.32,179.4,18012
179.42,179.5,179.36,179.5,17034
179.5,179.5,179.32,179.35,12606
179.35,179.35,179.32,179.32,18454
179.31,179.35,179.31,179.32,17392
179.35,179.35,179.32,179.35,17866
179.35,179.4,179.32,179.4,14958
179.38,179.38,179.32,179.35,10596
179.35,179.35,179.31,179.32,23076
179.32,179.32,179.29,179.32,16714
179.32,179.72,179.32,179.57,10110
179.66,179.76,179.23,179.65,9996
179.12,179.36,178.57,179.14,8206
179.14,179.35,178.8,178.91,9144
179.02,179.25,178.91,179.14,3314
179.14,179.14,179.02,179.08,1540
179.14,179.29,179.01,179.29,1996
179.29,179.7,179.29,179.65,3364
179.65,179.92,179.59,179.92,1682
179.96,180.06,179.74,179.98,4290
179.89,180.02,179.8,179.85,2112
179.85,179.85,179.62,179.65,4032
179.65,179.76,179.55,179.76,1976
179.76,179.8,179.65,179.68,3022
179.68,179.68,179.51,179.57,1028
179.57,179.59,179.5,179.57,2644
179.57,179.57,179.53,179.57,652
179.57,179.57,179.42,179.44,946
179.44,179.44,179.36,179.42,1056
179.42,179.42,179.38,179.4,136
179.4,179.4,179.35,179.4,1116
179.4,179.4,179.2,179.2,2822
179.2,179.23,179.12,179.14,1660
179.14,179.14,179.05,179.12,1560
179.12,179.35,179.12,179.27,3710
179.32,179.32,179.16,179.2,1034
179.2,179.32,179.2,179.23,214
179.23,179.46,179.23,179.36,2844
179.42,179.5,179.36,179.4,926
179.4,179.47,179.32,179.38,1362
179.38,179.66,179.38,179.66,3036
179.66,179.66,179.53,179.57,546
179.57,179.57,179.53,179.53,270
179.53,179.53,179.47,179.5,114
179.5,179.5,179.35,179.35,480
179.35,179.4,179.35,179.36,244
179.35,179.35,179.32,179.35,486
179.35,179.35,179.21,179.27,104
179.25,179.46,179.25,179.46,2254
179.46,179.7,179.46,179.68,3766
179.68,179.68,179.5,179.59,546
179.59,179.59,179.51,179.55,338
179.55,179.68,179.51,179.68,1238
179.68,179.68,179.66,179.66,288
179.62,179.66,179.59,179.62,988
179.62,179.62,179.42,179.62,2168
179.62,179.62,179.59,179.62,284
179.62,179.74,179.59,179.74,490
179.74,179.74,179.68,179.68,292
179.68,179.7,179.53,179.53,712
179.53,179.62,179.53,179.62,568
179.57,179.62,179.23,179.23,2054
179.21,179.29,179.12,179.27,5806
179.27,179.8,179.23,179.7,5456
179.81,179.81,179.66,179.66,6688
179.68,179.8,179.27,179.27,11556
179.29,179.29,178.98,179.08,10390
179.17,179.68,178.98,179.68,12152
179.68,179.72,179.57,179.62,11320
179.59,179.7,179.44,179.53,8614
179.53,179.59,179.02,179.06,12898
179.06,179.17,179.01,179.1,10754
179.1,179.7,179.1,179.7,14884
179.7,179.76,179.53,179.61,9028
179.57,179.7,179.4,179.4,13498
179.4,179.4,179.05,179.14,9732
179.14,179.65,179.06,179.65,6794
179.65,179.72,179.59,179.65,17260
179.65,179.65,179.36,179.51,9170
179.44,179.44,178.95,179.02,18362
178.95,179.44,178.95,179.44,10212
179.44,179.51,179.36,179.44,15552
179.32,179.36,179.1,179.14,6644
179.14,179.44,179.14,179.44,1860
179.44,179.44,179.4,179.4,2
179.4,179.57,179.38,179.51,7936
179.51,179.55,179.46,179.55,532
179.55,179.55,179.42,179.51,176
179.51,179.51,179.42,179.44,392
179.5,179.51,179.5,179.5,716
179.5,179.5,179.44,179.5,154
179.5,179.5,179.25,179.35,642
179.35,179.35,179.23,179.32,288
179.32,179.32,179.27,179.29,182
179.29,179.51,179.27,179.51,2434
179.51,179.51,179.51,179.51,8
179.46,179.47,179.46,179.47,176
179.47,179.47,179.38,179.38,338
179.38,179.38,179.17,179.29,304
179.29,179.29,179.23,179.25,178
179.23,179.35,179.23,179.35,262
179.35,179.38,179.31,179.38,252
179.38,179.38,179.35,179.38,88
179.38,179.44,179.35,179.44,3272
179.44,179.44,179.44,179.44,0
179.44,179.47,179.42,179.47,378
179.47,179.47,179.44,179.46,812
179.46,179.47,179.44,179.47,234
179.47,179.47,179.47,179.47,0
179.47,179.47,179.44,179.46,180
179.46,179.46,179.44,179.46,1018
179.44,179.46,179.44,179.46,110
179.46,179.46,179.4,179.4,282
179.42,179.42,179.35,179.36,378
179.36,179.5,179.36,179.5,1526
179.5,179.5,179.46,179.5,796
179.5,179.5,179.4,179.42,244
179.42,179.42,179.35,179.36,576
179.36,179.36,179.35,179.36,1200
179.36,179.4,179.25,179.35,214
179.35,179.35,179.27,179.31,78
179.27,179.27,179.17,179.23,282
179.23,179.23,179.16,179.23,156
179.23,179.23,179.17,179.21,302
179.21,179.21,179.17,179.2,1238
179.2,179.21,179.14,179.2,1200
179.2,179.42,179.2,179.35,3968
179.4,179.4,179.29,179.32,1598
179.32,179.42,179.25,179.42,2532
179.42,179.42,179.32,179.38,440
179.38,179.38,179.23,179.29,558
179.29,179.29,179.21,179.27,516
179.27,179.32,179.21,179.32,554
179.32,179.32,179.32,179.32,512
179.32,179.32,179.31,179.31,30
179.31,179.31,179.27,179.29,46
179.29,179.29,179.29,179.29,0
179.29,179.29,179.27,179.29,584
179.29,179.29,179.27,179.29,386
179.29,179.29,179.27,179.29,40
179.29,179.29,179.27,179.29,692
179.29,179.31,179.27,179.31,432
179.31,179.31,179.27,179.31,56
179.31,179.32,179.27,179.32,224
179.32,179.32,179.29,179.31,96
179.31,179.32,179.29,179.32,214
179.32,179.32,179.29,179.32,82
179.32,179.32,179.29,179.32,250
179.32,179.32,179.32,179.32,96
179.32,179.32,179.29,179.32,682
179.32,179.32,179.31,179.32,1758
179.32,179.36,179.32,179.36,2332
179.36,179.36,179.36,179.36,26
179.36,179.36,179.31,179.35,230
179.35,179.35,179.31,179.32,42
179.32,179.36,179.32,179.36,1354
179.36,179.36,179.36,179.36,32
179.36,179.36,179.35,179.36,1278
179.36,179.38,179.32,179.38,1188
179.38,179.38,179.32,179.36,934
179.36,179.36,179.32,179.36,396
179.36,179.36,179.32,179.32,192
179.32,179.32,179.31,179.32,106
179.32,179.32,179.31,179.32,126
179.32,179.32,179.32,179.32,14
179.32,179.32,179.14,179.21,4986
179.21,179.21,179.14,179.21,1618
179.21,179.25,179.14,179.23,952
179.23,179.23,179.23,179.23,0
179.23,179.23,179.16,179.16,34
179.16,179.2,179.16,179.2,80
179.2,179.25,179.17,179.25,570
179.25,179.25,179.2,179.2,18
179.2,179.21,179.2,179.2,380
179.2,179.23,179.2,179.23,82
179.23,179.29,179.21,179.29,142
179.29,179.29,179.29,179.29,0
179.29,179.42,179.29,179.38,6540
179.38,179.38,179.31,179.32,272
179.32,179.38,179.31,179.38,170
179.38,179.42,179.31,179.4,2596
179.32,179.42,179.32,179.32,1104
179.32,179.4,179.32,179.4,8178
179.4,179.42,179.32,179.38,13312
179.38,179.4,179.32,179.32,1556
179.32,179.32,179.31,179.32,708
179.32,179.4,179.32,179.4,1390
179.4,179.4,179.31,179.31,36
179.31,179.32,179.31,179.32,14
179.32,179.32,179.31,179.32,106
179.32,179.38,179.31,179.38,1292
179.38,179.4,179.38,179.4,82
179.4,179.4,179.31,179.36,2076
179.36,179.36,179.31,179.31,3862
179.31,179.32,179.31,179.31,74
179.31,179.32,179.31,179.32,170
179.32,179.32,179.31,179.31,814
179.31,179.32,179.31,179.31,18
179.31,179.32,179.31,179.31,846
179.31,179.32,179.27,179.32,8526
179.32,179.32,179.32,179.32,478
179.32,179.32,179.32,179.32,4
179.32,179.32,179.31,179.31,38
179.31,179.32,179.29,179.32,206
179.32,179.42,179.31,179.31,19028
179.32,179.44,179.32,179.38,8718
179.38,179.42,179.31,179.42,22
179.31,179.36,179.17,179.2,2184
179.2,179.29,179.16,179.21,348
179.21,179.21,179.17,179.17,474
179.17,179.31,179.17,179.27,382
179.27,179.32,179.27,179.27,188
179.27,179.32,179.27,179.31,318
179.32,179.32,179.31,179.31,62
179.32,179.32,179.31,179.32,1080
179.32,179.32,179.32,179.32,2
179.32,179.32,179.25,179.32,1504
179.32,179.32,179.32,179.32,0
179.32,179.32,179.23,179.23,464
179.32,179.32,179.32,179.32,96
179.23,179.32,179.23,179.27,404
179.27,179.27,179.23,179.27,70
179.27,179.32,179.25,179.32,748
179.32,179.32,179.31,179.32,954
179.32,179.32,179.25,179.31,1436
179.31,179.31,179.31,179.31,0
179.31,179.32,179.27,179.27,302
179.32,179.32,179.32,179.32,76
179.32,179.32,179.27,179.32,1020
179.32,179.32,178.95,178.95,10130
179.02,179.14,179.02,179.14,3746
179.14,179.14,179.06,179.14,324
179.14,179.14,179.05,179.12,1240
179.12,179.14,178.98,179.14,2048
179.02,179.08,179.02,179.02,258
179.02,179.14,178.97,179.14,5278
179.14,179.14,179.06,179.06,1538
179.08,179.14,178.68,179.12,14130
179.12,179.12,178.89,178.89,6246
178.89,179.05,178.89,179.02,2766
179.02,179.02,178.97,178.98,828
179.02,179.02,178.87,178.93,6080
178.93,179.02,178.91,179.02,7938
179.02,179.29,179.02,179.2,1550
179.2,179.23,179.2,179.21,562
179.27,179.27,179.17,179.17,1374
179.17,179.17,179.06,179.16,1988
179.16,179.16,179.1,179.16,198
179.16,179.16,179.1,179.14,310
179.16,179.32,179.14,179.32,1168
179.32,179.32,179.27,179.32,660
179.32,179.32,179.27,179.32,1288
179.32,179.32,179.29,179.31,1500
179.31,179.31,179.29,179.29,700
179.27,179.29,179.2,179.29,1338
179.29,179.31,179.29,179.29,892
179.29,179.29,179.14,179.29,1648
179.29,179.29,179.05,179.2,2464
179.2,179.2,179.12,179.2,264
179.2,179.2,178.98,179.1,1672
179.1,179.1,178.98,178.98,1292
178.95,179.1,178.87,179.1,4682
179.1,179.1,178.86,178.95,3286
178.95,179.1,178.95,179.1,1550
179.1,179.25,179.1,179.23,1948
179.17,179.29,179.17,179.23,1574
179.17,179.17,178.98,178.98,2124
178.98,179.12,178.98,179.01,246
179.01,179.05,178.95,179.02,4968
178.98,179.06,178.95,178.98,7060
178.98,179.02,178.97,179.02,1424
179.02,179.05,178.95,178.98,8228
178.95,179.12,178.95,179.12,690
179.12,179.12,179.08,179.08,1746
179.06,179.23,179.06,179.2,3590
179.2,179.2,179.2,179.2,0
179.08,179.08,179.05,179.06,400
179.06,179.06,179.05,179.06,206
179.06,179.06,179.01,179.01,96
179.01,179.02,178.95,178.97,738
178.97,179.05,178.93,179.02,16054
179.02,179.12,178.95,179.12,2166
179.12,179.12,178.95,178.98,1190
178.98,179.02,178.95,179.02,1762
178.95,179.06,178.95,178.98,1906
178.98,178.98,178.95,178.98,8678
178.98,178.98,178.95,178.97,1438
178.97,179.02,178.97,179.02,1796
179.02,179.02,178.95,179.01,1234
179.01,179.01,178.95,179.01,2160
179.01,179.01,178.95,178.95,2304
179.02,179.02,178.95,179.01,6566
179.01,179.01,178.95,178.95,4146
178.95,179.01,178.95,178.97,4248
178.97,179.05,178.97,179.05,4486
179.05,179.05,179.05,179.05,100
179.05,179.06,179.05,179.05,1368
179.05,179.08,179.05,179.08,1228
179.08,179.08,179.05,179.05,1376
179.06,179.16,179.06,179.16,2254
179.16,179.16,179.14,179.14,382
179.14,179.14,179.12,179.14,1826
179.14,179.14,179.12,179.14,2924
179.14,179.17,179.14,179.17,1898
179.17,179.17,179.17,179.17,146
179.17,179.2,179.17,179.2,624
179.17,179.17,179.12,179.16,1658
179.06,179.06,178.95,178.97,2682
178.95,178.97,178.95,178.95,1536
178.95,178.98,178.95,178.95,1490
178.95,178.98,178.95,178.98,1964
178.98,178.98,178.95,178.98,442
178.98,178.98,178.95,178.98,1738
178.98,178.98,178.95,178.98,538
178.98,178.98,178.95,178.97,1430
178.97,178.98,178.95,178.98,3818
178.98,178.98,178.98,178.98,0
178.98,178.98,178.95,178.95,1672
178.98,178.98,178.97,178.98,2192
178.98,178.98,178.98,178.98,300
178.98,179.02,178.97,179.02,2362
179.02,179.02,178.97,179.02,50
179.02,179.02,178.95,178.98,4968
178.98,178.98,178.95,178.97,1870
178.97,178.98,178.95,178.98,1810
178.98,178.98,178.95,178.98,5408
178.98,178.98,178.97,178.98,294
178.98,178.98,178.95,178.98,5964
178.98,179.05,178.95,179.05,2262
179.05,179.06,179.01,179.06,1582
179.06,179.06,179.02,179.06,1290
179.01,179.1,179.01,179.1,1716
179.1,179.12,179.1,179.12,1458
179.12,179.12,179.12,179.12,42
179.12,179.12,179.05,179.1,1966
179.1,179.1,179.06,179.1,1490
179.1,179.12,179.08,179.08,490
179.1,179.1,179.06,179.06,700
179.06,179.06,179.01,179.02,2484
179.02,179.02,179.01,179.02,266
179.02,179.12,178.95,179.12,6472
179.12,179.12,179.08,179.12,714
179.12,179.12,179.08,179.12,912
179.12,179.14,179.05,179.14,2908
179.14,179.14,179.02,179.12,200
179.12,179.17,178.95,179.17,6076
179.17,179.35,179.17,179.35,5690
179.35,179.35,179.23,179.29,1576
179.29,179.31,179.21,179.21,716
179.21,179.21,179.16,179.2,364
179.2,179.21,179.12,179.14,3030
179.14,179.14,179.14,179.14,0
179.14,179.14,179.02,179.08,2884
179.08,179.12,179.06,179.06,1904
179.06,179.1,179.06,179.1,1142
179.12,179.16,179.12,179.16,4650
179.2,179.25,179.2,179.25,2754
179.25,179.31,179.21,179.31,15226
179.31,179.61,179.31,179.59,16912
179.59,179.76,179.5,179.74,17706
179.74,180.15,179.74,180.15,19748
180.23,180.38,180.19,180.32,15562
180.34,180.34,180.08,180.08,18428
180.08,180.1,179.7,179.77,26816
179.89,179.89,179.2,179.32,24622
179.32,179.36,179.06,179.06,15768
179.06,179.1,179.02,179.1,16558
179.1,179.32,179.06,179.32,18692
179.32,179.76,179.32,179.65,14110
179.65,179.7,179.65,179.65,12316
179.7,179.7,179.65,179.7,13982
179.68,179.7,179.61,179.7,11936
179.7,179.7,179.62,179.66,11496
179.55,179.7,179.55,179.7,13434
179.7,179.7,179.59,179.66,54288
179.66,179.76,179.59,179.74,82620
179.72,179.85,179.7,179.85,25588
179.85,179.85,179.55,179.57,24364
179.57,179.85,179.47,179.85,40838
179.85,179.85,179.7,179.8,14592
179.72,179.74,179.7,179.7,32290
179.7,179.77,179.7,179.77,37424
179.7,179.74,179.57,179.62,36278
179.62,179.66,179.05,179.23,27282
179.29,179.89,179.23,179.74,64100
179.76,179.87,179.7,179.7,20766
179.8,179.89,179.7,179.89,3522
178.14,178.18,177.67,178.12,5796
178.12,178.2,177.77,177.88,14168
177.89,178.12,177.62,177.95,7968
177.95,177.95,177.35,177.58,12002
177.58,177.8,177.44,177.67,5280
177.59,177.67,177.47,177.67,8766
177.67,177.71,177.43,177.58,9258
177.62,177.73,177.44,177.71,7464
177.71,178.2,177.71,178.2,11580
178.2,178.95,178.2,178.95,14020
178.95,178.95,178.59,178.87,6064
178.91,178.97,178.67,178.95,11808
178.95,179.4,178.8,179.31,11564
179.31,179.5,179.2,179.4,5700
179.42,179.47,179.32,179.4,2878
179.4,179.42,179.32,179.38,1912
179.38,179.38,179.12,179.12,290
179.12,179.23,179.06,179.06,1888
179.02,179.17,178.86,179.06,4366
179.14,179.14,179.01,179.01,3142
179.01,179.01,178.95,179.01,428
179.01,179.14,178.97,179.14,4322
179.14,179.21,178.98,179.14,5402
179.14,179.17,179.05,179.1,2730
179.1,179.16,179.01,179.14,3146
179.14,179.32,179.14,179.32,11208
179.36,179.44,179.32,179.32,3948
179.36,179.61,179.32,179.61,3768
179.61,179.62,179.44,179.62,1536
179.62,179.77,179.53,179.7,12624
179.7,179.77,179.62,179.77,4578
179.77,180.08,179.77,180.08,7006
180.08,180.45,180.06,180.23,9242
180.23,180.38,180,180.17,12478
180.14,180.4,180.14,180.29,14778
180.29,180.45,180.29,180.36,10354
180.36,180.56,180.36,180.55,5454
180.55,180.56,180.45,180.45,4322
180.45,180.55,180.45,180.55,2076
180.55,180.71,180.55,180.66,21848
180.71,181.39,180.7,181.32,12198
181.32,181.32,181.04,181.2,13552
181.3,181.43,181.23,181.34,9176
181.34,181.5,181.34,181.39,15568
181.39,181.54,181.39,181.43,8334
181.65,181.73,181.58,181.62,12854
181.68,182.05,181.68,181.86,17232
181.86,182.07,181.84,182.03,9646
181.95,182.03,181.86,181.86,3028
181.86,181.99,181.77,181.77,3396
181.77,181.84,181.77,181.84,3256
181.77,181.86,181.71,181.71,4118
181.69,181.73,181.68,181.71,1502
181.71,181.83,181.69,181.69,4540
181.69,181.69,181.6,181.6,5352
181.6,181.77,181.6,181.68,3340
181.68,181.83,181.68,181.69,3012
181.77,181.77,181.68,181.68,1896
181.68,181.69,181.6,181.62,4900
181.62,181.62,181.62,181.62,758
181.6,181.62,181.56,181.56,3806
181.56,181.62,181.41,181.62,7222
181.64,181.64,181.53,181.53,1616
181.5,181.54,181.41,181.41,3586
181.41,181.41,181.3,181.35,9464
181.35,181.35,181.23,181.23,4476
181.23,181.3,181.23,181.23,1382
181.23,181.23,181.08,181.09,5684
181.09,181.41,181.08,181.41,6646
181.41,181.68,181.41,181.43,12464
181.47,181.47,181.02,181.02,8736
181.02,181.08,180.83,181.04,9894
181.04,181.5,181,181.38,12004
181.34,181.5,181.28,181.34,11888
181.34,181.34,181.13,181.2,5728
181.17,181.17,180.56,180.56,22032
180.55,180.66,180.55,180.56,942
180.56,180.59,180.47,180.53,4550
180.55,180.59,180.36,180.45,20364
180.45,180.64,180.25,180.64,44068
180.64,180.71,180.55,180.55,2166
180.55,180.55,180.45,180.47,5990
180.45,180.51,180.45,180.45,12896
180.47,180.64,180.47,180.64,1880
180.64,180.64,180.56,180.56,246
180.56,180.56,180.53,180.53,2264
180.53,180.62,180.49,180.49,2782
180.49,180.62,180.49,180.62,1048
180.51,180.6,180.51,180.6,288
180.51,180.59,180.51,180.53,970
180.53,180.62,180.51,180.6,794
180.6,180.6,180.51,180.56,692
180.51,180.53,180.45,180.45,6240
180.45,180.49,180.45,180.45,3424
180.45,180.62,180.45,180.51,1262
180.51,180.51,180.45,180.51,7436
180.45,180.45,180.45,180.45,5270
180.45,180.51,180.45,180.45,5734
180.45,180.51,180.45,180.47,588
180.47,180.49,180.45,180.45,1572
180.45,180.49,180.45,180.49,1346
180.45,180.64,180.45,180.45,4600
180.45,180.51,180.45,180.47,678
180.47,180.56,180.45,180.45,658
180.45,180.59,180.41,180.59,19704
180.59,180.64,180.59,180.64,1108
180.64,180.71,180.59,180.59,1988
180.59,180.6,180.51,180.59,336
180.51,180.7,180.47,180.6,1104
180.6,180.6,180.47,180.47,470
180.47,180.7,180.47,180.64,742
180.64,180.64,180.47,180.49,1346
180.49,180.56,180.47,180.56,898
180.56,180.59,180.47,180.47,550
180.47,180.56,180.47,180.55,502
180.55,180.59,180.45,180.49,944
180.49,180.49,180.45,180.45,926
180.45,180.56,180.45,180.45,2454
180.45,180.45,180.45,180.45,306
180.45,180.51,180.45,180.45,3732
180.45,180.59,180.45,180.47,684
180.55,180.55,180.47,180.55,388
180.49,180.49,180.44,180.45,14426
180.45,180.53,180.45,180.47,634
180.45,180.47,180.34,180.44,27430
180.44,180.45,180.29,180.3,10360
180.32,180.45,180.32,180.45,4114
180.45,180.49,180.45,180.45,448
180.45,180.45,180.45,180.45,528
180.45,180.49,180.45,180.45,696
180.45,180.55,180.45,180.55,738
180.55,180.55,180.47,180.47,354
180.47,180.47,180.45,180.45,2874
180.45,180.47,180.45,180.45,2864
180.45,180.56,180.45,180.53,4226
180.45,180.45,180.45,180.45,380
180.45,180.45,180.44,180.45,8250
180.45,180.45,180.45,180.45,710
180.45,180.49,180.45,180.45,1072
180.45,180.49,180.44,180.44,7784
180.45,180.45,180.44,180.44,7870
180.44,180.49,180.44,180.49,376
180.49,180.49,180.44,180.49,5862
180.49,180.49,180.45,180.45,284
180.45,180.55,180.44,180.44,9168
180.44,180.45,180.44,180.45,2792
180.45,180.45,180.45,180.45,372
180.45,180.45,180.44,180.44,3804
180.44,180.45,180.44,180.45,444
180.45,180.45,180.45,180.45,594
180.45,180.45,180.45,180.45,764
180.45,180.45,180.45,180.45,868
180.45,180.45,180.45,180.45,724
180.45,180.45,180.44,180.44,10184
180.44,180.45,180.41,180.45,1530
180.45,180.49,180.45,180.45,3940
180.45,180.45,180.4,180.45,16672
180.45,180.45,180.44,180.44,2654
180.44,180.44,180.41,180.41,6474
180.41,180.45,180.41,180.44,11368
180.44,180.45,180.26,180.45,11782
180.45,180.49,180.45,180.45,484
180.45,180.45,180.44,180.45,3502
180.45,180.45,180.44,180.45,3280
180.45,180.47,180.45,180.47,2620
180.47,180.47,180.45,180.45,644
180.45,180.55,180.45,180.55,684
180.45,180.49,180.45,180.47,788
180.47,180.47,180.45,180.45,1000
180.45,180.47,180.45,180.45,1480
180.45,180.53,180.44,180.45,6938
180.45,180.49,180.41,180.45,8698
180.45,180.53,180.45,180.45,2786
180.45,180.45,180.45,180.45,3682
180.45,180.55,180.44,180.45,2422
180.45,180.55,180.45,180.45,4874
180.45,180.45,180.45,180.45,5592
180.45,180.45,180.44,180.45,3928
180.45,180.55,180.45,180.45,2316
180.45,180.45,180.44,180.45,9954
180.45,180.45,180.44,180.44,8004
180.44,180.55,180.44,180.45,4572
180.45,180.49,180.44,180.45,6944
180.45,180.47,180.44,180.47,2548
180.47,180.47,180.45,180.45,2132
180.45,180.47,180.29,180.45,4594
180.45,180.45,180.25,180.25,2144
180.25,180.29,180.08,180.08,6384
180.08,180.11,179.98,179.98,2310
179.98,180.06,179.85,179.98,2968
179.98,180.02,179.89,179.92,2196
179.92,180.02,179.87,179.87,4416
179.87,180.08,179.7,179.92,9114
179.92,180.02,179.77,180,3106
180,180,179.76,179.76,5448
179.76,179.87,179.7,179.76,2668
179.7,179.89,179.7,179.81,2602
179.81,179.81,179.7,179.7,4858
179.7,179.72,179.57,179.65,4182
179.65,179.65,179.36,179.55,5638
179.66,179.83,179.46,179.46,2506
179.5,179.83,179.47,179.83,5972
179.83,179.87,179.51,179.7,3032
179.7,179.81,179.62,179.62,4076
179.62,179.76,179.61,179.62,2978
179.62,179.7,179.57,179.57,2632
179.57,179.7,179.55,179.68,2766
179.68,179.8,179.57,179.57,4130
