Date,Open,High,Low,Close,Volume
2024-10-24,22.0900,22.3650,21.9700,22.3400,40554417
2024-10-25,22.4200,23.3399,22.4100,22.6800,67502984
2024-10-28,22.6700,23.2700,22.5600,22.9200,41914966
2024-10-29,22.8700,23.1400,22.4100,22.9000,83422242
2024-10-30,22.4150,22.9300,22.2600,22.3000,50941231
2024-10-31,22.1500,22.2500,21.4700,21.5200,112485547
2024-11-01,23.0000,23.5800,21.9100,23.2000,173471115
2024-11-04,22.9600,23.0000,22.0000,22.5200,84616300
2024-11-05,22.5800,23.5800,22.4000,23.3200,59153326
2024-11-06,24.3000,25.1200,24.0500,25.0500,116760537
2024-11-07,25.4300,26.3799,25.1900,26.2300,101489302
2024-11-08,26.0000,26.4300,25.8300,26.2000,76427983
2024-11-11,25.9600,26.2863,24.8300,25.0500,80185321
2024-11-12,24.6600,24.9600,23.8900,24.1600,62539733
2024-11-13,24.0600,25.1400,24.0200,24.9200,58201972
2024-11-14,25.1200,25.6100,24.9346,25.0300,49252121
2024-11-15,24.8100,24.8200,24.2300,24.3500,55104875
